participant,device_location,segment_id,classified_posture,xmin,xmax,ymin,ymax
1,lower_back,29,unknown,0.044024419620361764,0.044024419620361764,-0.3616,-0.3616
1,lower_back,30,neck slouch,0.044024419620361764,0.044024419620361764,-0.3616,-0.3616
1,lower_back,31,unknown,0.0445606216556688,0.04512475071940436,-0.5579999999999999,0.135
1,lower_back,32,neck slouch,0.04512475071940436,0.04512475071940436,0.135,0.135
1,lower_back,33,unknown,0.04572239264338923,0.04572239264338923,0.30779999999999996,0.30779999999999996
1,lower_back,34,neck slouch,0.04572239264338923,0.04572239264338923,0.30779999999999996,0.30779999999999996
1,lower_back,35,unknown,0.04625300937954433,0.04625300937954433,0.6286,0.6286
1,lower_back,36,neck slouch,0.04625300937954433,0.04625300937954433,0.6286,0.6286
1,lower_back,37,good+neck slouch,0.04625300937954433,0.04871618729613111,0.6286,2.5376
1,lower_back,38,good+neck slouch+shoulder slouch,0.04871618729613111,0.04871618729613111,2.5376,2.5376
1,lower_back,39,good+neck slouch,0.04928031635986667,0.04928031635986667,2.117,2.117
1,lower_back,40,good+neck slouch+shoulder slouch,0.04928031635986667,0.04928031635986667,2.117,2.117
1,lower_back,41,good+neck slouch,0.0498165183951737,0.051112340024888105,1.6788,2.7876666666666665
1,lower_back,42,good+neck slouch+shoulder slouch,0.051112340024888105,0.051709981948872975,2.7876666666666665,2.9794
1,lower_back,43,good+neck slouch,0.0522796965780949,0.0522796965780949,2.698,2.698
1,lower_back,44,good+neck slouch+shoulder slouch,0.0522796965780949,0.0522796965780949,2.698,2.698
1,lower_back,45,good+neck slouch,0.05291085082966023,0.05434072283503418,1.5594999999999999,2.1926666666666668
1,lower_back,46,good+neck slouch+shoulder slouch,0.05503890254076372,0.056206259093970506,2.6402,2.7623333333333333
1,lower_back,47,good+neck slouch,0.056770388424040495,0.056770388424040495,2.576,2.576
1,lower_back,48,good+neck slouch+shoulder slouch,0.056770388424040495,0.056770388424040495,2.576,2.576
1,lower_back,49,good+neck slouch,0.057468568129770026,0.058965465322973754,2.4975,2.582666666666667
1,lower_back,50,good+neck slouch+shoulder slouch,0.058965465322973754,0.058965465322973754,2.582666666666667,2.582666666666667
1,lower_back,51,good+neck slouch,0.059663645028703284,0.0636572329987431,2.1202,2.5764
1,lower_back,52,good+neck slouch+shoulder slouch,0.0636572329987431,0.0667850780271445,2.3546666666666667,3.2536666666666667
1,lower_back,53,good+neck slouch,0.06748325773287404,0.06748325773287404,2.8561666666666667,2.8561666666666667
1,lower_back,54,good+neck slouch+shoulder slouch,0.06748325773287404,0.06748325773287404,2.8561666666666667,2.8561666666666667
1,lower_back,55,good+neck slouch,0.0681144122507738,0.08342409675278396,1.7675,2.6
1,lower_back,56,good+neck slouch+shoulder slouch,0.08342409675278396,0.10625178034739648,2.6,3.7821666666666665
1,lower_back,57,good+neck slouch,0.10681590967746647,0.10681590967746647,2.7135,2.7135
1,lower_back,58,good+neck slouch+shoulder slouch,0.10681590967746647,0.1306433865893769,2.6148333333333333,3.996125
1,lower_back,59,good+neck slouch,0.13117400332553203,0.13117400332553203,2.9996,2.9996
1,lower_back,60,good+neck slouch+shoulder slouch,0.13117400332553203,0.13117400332553203,2.9996,2.9996
1,lower_back,61,good+neck slouch,0.13173813238926757,0.13173813238926757,3.1706,3.1706
1,lower_back,62,good+neck slouch+shoulder slouch,0.13173813238926757,0.14099320266429866,3.1706,3.850833333333333
1,lower_back,63,good+neck slouch,0.1416243571821984,0.1416243571821984,2.3724285714285713,2.3724285714285713
1,lower_back,64,good+neck slouch+shoulder slouch,0.1416243571821984,0.1416243571821984,2.3724285714285713,2.3724285714285713
1,lower_back,65,good+neck slouch,0.1423895620757577,0.1423895620757577,2.682666666666667,2.682666666666667
1,lower_back,66,good+neck slouch+shoulder slouch,0.1423895620757577,0.14761194622134774,2.682666666666667,2.8596
1,lower_back,67,good+neck slouch,0.14837715111490704,0.14837715111490704,2.6016,2.6016
1,lower_back,68,good+neck slouch+shoulder slouch,0.14837715111490704,0.14837715111490704,2.6016,2.6016
1,lower_back,69,good+neck slouch,0.14890776785106213,0.15084032929782823,2.5178,2.5313333333333334
1,lower_back,70,good+neck slouch+shoulder slouch,0.15084032929782823,0.15153850900355775,2.5244285714285715,2.7774
1,lower_back,71,good+neck slouch,0.15213615066120822,0.15213615066120822,2.6378,2.6378
1,lower_back,72,good+neck slouch+shoulder slouch,0.15213615066120822,0.15965973531929692,2.6111666666666666,2.8663333333333334
1,lower_back,73,good+neck slouch,0.16032440216477714,0.16032440216477714,2.739,2.739
1,lower_back,74,good+neck slouch+shoulder slouch,0.16032440216477714,0.16032440216477714,2.739,2.739
1,lower_back,75,good+neck slouch,0.16085501890093223,0.16085501890093223,2.4306666666666668,2.4306666666666668
1,lower_back,76,good+neck slouch+shoulder slouch,0.16085501890093223,0.16085501890093223,2.4306666666666668,2.4306666666666668
1,lower_back,77,good+neck slouch,0.16151968601274688,0.1620894006419688,2.3612,2.5707272727272725
1,lower_back,78,good+neck slouch+shoulder slouch,0.1620894006419688,0.183615677307715,2.5707272727272725,4.901
1,lower_back,79,neck slouch+shoulder slouch,0.183615677307715,0.183615677307715,4.901,4.901
1,lower_back,80,shoulder slouch,0.183615677307715,0.183615677307715,4.901,4.901
1,lower_back,81,good+neck slouch,0.18424683182561474,0.18424683182561474,2.797833333333333,2.797833333333333
1,lower_back,82,good+neck slouch+shoulder slouch,0.18424683182561474,0.18424683182561474,2.797833333333333,2.797833333333333
1,lower_back,83,neck slouch+shoulder slouch,0.18424683182561474,0.18424683182561474,2.797833333333333,2.797833333333333
1,lower_back,84,good+neck slouch,0.1849450115313443,0.1849450115313443,2.6203333333333334,2.6203333333333334
1,lower_back,85,good+neck slouch+shoulder slouch,0.1849450115313443,0.1849450115313443,2.6203333333333334,2.6203333333333334
1,lower_back,86,good+neck slouch,0.1855482387544811,0.18601183003647198,2.38675,3.1806
1,lower_back,87,good+neck slouch+shoulder slouch,0.18601183003647198,0.1992884153099714,3.1324,4.803428571428571
1,lower_back,88,neck slouch+shoulder slouch,0.1992884153099714,0.1992884153099714,4.803428571428571,4.803428571428571
1,lower_back,89,good+neck slouch+shoulder slouch,0.2000536202035307,0.24837324140550068,2.7058,4.3065
1,lower_back,90,good+neck slouch,0.24887034528140647,0.24887034528140647,2.3538333333333332,2.3538333333333332
1,lower_back,91,good+neck slouch+shoulder slouch,0.24887034528140647,0.24887034528140647,2.3538333333333332,2.3538333333333332
1,lower_back,92,good+neck slouch,0.2496020375810509,0.25140054865215744,2.3365,2.4082
1,lower_back,93,good+neck slouch+shoulder slouch,0.2520317029037228,0.27755156753950877,2.7038,4.1308
1,lower_back,94,good+neck slouch,0.27824974724523827,0.27824974724523827,2.0934285714285714,2.0934285714285714
1,lower_back,95,good+neck slouch+shoulder slouch,0.27824974724523827,0.27824974724523827,2.0934285714285714,2.0934285714285714
1,lower_back,96,good+neck slouch,0.27908197759296177,0.2854382054315093,1.7888333333333333,2.4846666666666666
1,lower_back,97,good+neck slouch+shoulder slouch,0.2854382054315093,0.29535794281835503,2.4846666666666666,4.198
1,lower_back,98,neck slouch+shoulder slouch,0.29535794281835503,0.29535794281835503,4.198,4.198
1,lower_back,99,good+neck slouch+shoulder slouch,0.295922072148425,0.31032691581572996,3.1477142857142857,3.947
1,lower_back,100,good+neck slouch,0.31089663044495186,0.31089663044495186,2.406,2.406
1,lower_back,101,good+neck slouch+shoulder slouch,0.31089663044495186,0.31089663044495186,2.406,2.406
1,lower_back,102,good+neck slouch,0.3114607595086874,0.3114607595086874,2.307,2.307
1,lower_back,103,good+neck slouch+shoulder slouch,0.3120919140265872,0.3233074727768129,2.785285714285714,3.320666666666667
1,lower_back,104,good+neck slouch,0.32383808924663354,0.32383808924663354,2.6346,2.6346
1,lower_back,105,good+neck slouch+shoulder slouch,0.32383808924663354,0.3243742912819406,2.6346,2.654857142857143
1,lower_back,106,good+neck slouch,0.3251730090357492,0.3251730090357492,2.603666666666667,2.603666666666667
1,lower_back,107,good+neck slouch+shoulder slouch,0.3251730090357492,0.3251730090357492,2.603666666666667,2.603666666666667
1,lower_back,108,good+neck slouch,0.32587118874147875,0.32636829261738454,2.55675,2.6055
1,lower_back,109,good+neck slouch+shoulder slouch,0.32636829261738454,0.34836374613060794,2.6055,3.9048333333333334
1,lower_back,110,good+neck slouch,0.3490284132424226,0.3490284132424226,2.7,2.7
1,lower_back,111,good+neck slouch+shoulder slouch,0.3490284132424226,0.36094215169837784,2.7,3.7653333333333334
1,lower_back,112,good+neck slouch,0.3615062807621134,0.3615062807621134,2.2072857142857143,2.2072857142857143
1,lower_back,113,good+neck slouch+shoulder slouch,0.3615062807621134,0.3615062807621134,2.2072857142857143,2.2072857142857143
1,lower_back,114,good+neck slouch,0.36227148592200714,0.3656339193741472,1.8005,2.6302
1,lower_back,115,good+neck slouch+shoulder slouch,0.3656339193741472,0.3667621777679527,2.6302,2.9122
1,lower_back,116,good+neck slouch,0.3674324301789193,0.3674324301789193,2.4743333333333335,2.4743333333333335
1,lower_back,117,good+neck slouch+shoulder slouch,0.36806358469681905,0.36852717597880996,2.70275,2.9124
1,lower_back,118,good+neck slouch,0.36912481790279483,0.3698285829076763,2.434142857142857,2.7548333333333335
1,lower_back,119,good+neck slouch+shoulder slouch,0.3698285829076763,0.3698285829076763,2.7548333333333335,2.7548333333333335
1,lower_back,120,good+neck slouch,0.3705937878012356,0.3705937878012356,2.5416666666666665,2.5416666666666665
1,lower_back,121,good+neck slouch+shoulder slouch,0.3705937878012356,0.3705937878012356,2.5416666666666665,2.5416666666666665
1,lower_back,122,good+neck slouch,0.37125845491305026,0.37844691336565567,2.3622500000000004,2.5762
1,lower_back,123,good+neck slouch+shoulder slouch,0.379078067617221,0.3807090154524187,2.606,2.7258
1,lower_back,124,good+neck slouch,0.38130665737640357,0.38130665737640357,2.525166666666667,2.525166666666667
1,lower_back,125,good+neck slouch+shoulder slouch,0.38130665737640357,0.38130665737640357,2.525166666666667,2.525166666666667
1,lower_back,126,good+neck slouch,0.38187078644013916,0.3826024787397836,2.389666666666667,2.5806666666666667
1,lower_back,127,good+neck slouch+shoulder slouch,0.3826024787397836,0.3839709111228141,2.5806666666666667,2.9354
1,lower_back,128,good+neck slouch,0.3844680149987199,0.3844680149987199,1.8768333333333334,1.8768333333333334
1,lower_back,129,good+neck slouch+shoulder slouch,0.3844680149987199,0.3844680149987199,1.8768333333333334,1.8768333333333334
1,lower_back,130,good+neck slouch,0.3851661947044494,0.39079073050968693,1.7503333333333333,2.5642
1,lower_back,131,good+neck slouch+shoulder slouch,0.39079073050968693,0.4025033931358184,2.5642,3.957
1,lower_back,132,neck slouch,0.40310103505980327,0.40310103505980327,1.1736666666666666,1.1736666666666666
1,lower_back,133,good+neck slouch,0.40310103505980327,0.4072956985933324,1.1736666666666666,2.797
1,lower_back,134,good+neck slouch+shoulder slouch,0.4072956985933324,0.40918916214703166,2.698857142857143,2.8804
1,lower_back,135,good+neck slouch,0.40995436704059096,0.40995436704059096,2.5816666666666666,2.5816666666666666
1,lower_back,136,good+neck slouch+shoulder slouch,0.40995436704059096,0.40995436704059096,2.5816666666666666,2.5816666666666666
1,lower_back,137,good+neck slouch,0.4106860593402354,0.41691382236860974,1.7214,2.4894000000000003
1,lower_back,138,neck slouch,0.4175449768865095,0.4175449768865095,1.56,1.56
1,lower_back,139,good+neck slouch,0.4175449768865095,0.41933790212579525,1.56,2.5553333333333335
1,lower_back,140,good+neck slouch+shoulder slouch,0.41933790212579525,0.41933790212579525,2.5553333333333335,2.5553333333333335
1,lower_back,141,good+neck slouch,0.4200081548030962,0.42186810549654624,2.139,2.8432
1,lower_back,142,good+neck slouch+shoulder slouch,0.42186810549654624,0.422499260014446,2.7072,2.8432
1,lower_back,143,good+neck slouch,0.42310248723758276,0.42310248723758276,2.569,2.569
1,lower_back,144,good+neck slouch+shoulder slouch,0.42310248723758276,0.42310248723758276,2.569,2.569
1,lower_back,145,good+neck slouch,0.42376715434939743,0.42376715434939743,2.6898333333333335,2.6898333333333335
1,lower_back,146,good+neck slouch+shoulder slouch,0.42376715434939743,0.42376715434939743,2.6898333333333335,2.6898333333333335
1,lower_back,147,good+neck slouch,0.4243983088672972,0.4260627692964098,1.3523999999999998,1.5634
1,lower_back,148,neck slouch,0.42659338576623046,0.42659338576623046,1.3255555555555556,1.3255555555555556
1,lower_back,149,good+neck slouch,0.42659338576623046,0.4291906143248112,1.3255555555555556,2.805285714285714
1,lower_back,150,good+neck slouch+shoulder slouch,0.4291906143248112,0.43135217862982955,2.805285714285714,3.2062857142857144
1,lower_back,151,good+neck slouch,0.432083870929474,0.432083870929474,3.0925,3.0925
1,lower_back,152,good+neck slouch+shoulder slouch,0.432083870929474,0.432083870929474,3.0925,3.0925
1,lower_back,153,good+neck slouch,0.4327485380412886,0.43331825267051055,2.5026,2.7586
1,lower_back,154,good+neck slouch+shoulder slouch,0.43331825267051055,0.43331825267051055,2.7586,2.7586
1,lower_back,155,neck slouch,0.43388238200058055,0.43388238200058055,1.3851666666666667,1.3851666666666667
1,lower_back,156,good+neck slouch,0.43388238200058055,0.43531225400595447,1.3851666666666667,2.607333333333333
1,lower_back,157,good+neck slouch+shoulder slouch,0.43531225400595447,0.43750733090488775,2.607333333333333,3.315
1,lower_back,158,good+neck slouch,0.43820551061061724,0.43820551061061724,1.859,1.859
1,lower_back,159,good+neck slouch+shoulder slouch,0.43820551061061724,0.43820551061061724,1.859,1.859
1,lower_back,160,good+neck slouch,0.4390042280980915,0.4396353826159912,1.5152,2.50625
1,lower_back,161,good+neck slouch+shoulder slouch,0.4396353826159912,0.4396353826159912,2.50625,2.50625
1,lower_back,162,good+neck slouch,0.4405346381515445,0.4405346381515445,2.870166666666667,2.870166666666667
1,lower_back,163,good+neck slouch+shoulder slouch,0.4405346381515445,0.44972268297241136,2.7644,3.9543333333333335
1,lower_back,164,good+neck slouch,0.45038735008422603,0.45038735008422603,2.5655,2.5655
1,lower_back,165,good+neck slouch+shoulder slouch,0.45038735008422603,0.45038735008422603,2.5655,2.5655
1,lower_back,166,good+neck slouch,0.45108552978995553,0.45108552978995553,2.238857142857143,2.238857142857143
1,lower_back,167,good+neck slouch+shoulder slouch,0.45108552978995553,0.45108552978995553,2.238857142857143,2.238857142857143
1,lower_back,168,good+neck slouch,0.45191776013767904,0.45191776013767904,2.6238333333333332,2.6238333333333332
1,lower_back,169,good+neck slouch+shoulder slouch,0.45191776013767904,0.45191776013767904,2.6238333333333332,2.6238333333333332
1,lower_back,170,good+neck slouch,0.45258242698315926,0.45348168251871257,2.259125,2.2794285714285714
1,lower_back,171,good+neck slouch+shoulder slouch,0.45348168251871257,0.45348168251871257,2.2794285714285714,2.2794285714285714
1,lower_back,172,good+neck slouch,0.45421337481835694,0.45421337481835694,2.1745714285714284,2.1745714285714284
1,lower_back,173,good+neck slouch+shoulder slouch,0.45421337481835694,0.45421337481835694,2.1745714285714284,2.1745714285714284
1,lower_back,174,good+neck slouch,0.45494506711800137,0.4620665001164426,1.6996,2.1395
1,lower_back,175,unknown,0.46269765463434237,0.46269765463434237,0.35433333333333333,0.35433333333333333
1,lower_back,176,neck slouch,0.46269765463434237,0.46269765463434237,0.35433333333333333,0.35433333333333333
1,lower_back,177,good+neck slouch,0.46269765463434237,0.46269765463434237,0.35433333333333333,0.35433333333333333
1,lower_back,178,neck slouch,0.463362321746157,0.463362321746157,0.855,0.855
1,lower_back,179,good+neck slouch,0.463362321746157,0.463362321746157,0.855,0.855
1,lower_back,180,neck slouch,0.4639934762640568,0.4639934762640568,1.1225,1.1225
1,lower_back,181,good+neck slouch,0.4639934762640568,0.4639934762640568,1.1225,1.1225
1,lower_back,182,neck slouch,0.46459670348719356,0.4691879331148838,0.4426,0.8266666666666667
1,lower_back,183,good+neck slouch,0.4691879331148838,0.47657188183182664,0.8266666666666667,2.3102857142857145
1,lower_back,184,good+neck slouch+shoulder slouch,0.47657188183182664,0.4786049810603374,2.3102857142857145,2.9154285714285715
1,lower_back,185,good+neck slouch,0.4793701859538967,0.4793701859538967,2.8995,2.8995
1,lower_back,186,good+neck slouch+shoulder slouch,0.4793701859538967,0.4793701859538967,2.8995,2.8995
1,lower_back,187,good+neck slouch,0.48006836565962624,0.48545831304112513,1.6166666666666667,2.2972
1,lower_back,188,good+neck slouch+shoulder slouch,0.48545831304112513,0.4867541346708395,2.2972,2.6855
1,lower_back,189,good+neck slouch,0.48745231437656905,0.48745231437656905,2.559833333333333,2.559833333333333
1,lower_back,190,good+neck slouch+shoulder slouch,0.48745231437656905,0.48745231437656905,2.559833333333333,2.559833333333333
1,lower_back,191,good+neck slouch,0.4880555415997059,0.48888777168109493,2.387,2.46825
1,lower_back,192,good+neck slouch+shoulder slouch,0.4896529768409887,0.4896529768409887,2.841666666666667,2.841666666666667
1,lower_back,193,good+neck slouch,0.4903176439528033,0.4903176439528033,2.310285714285714,2.310285714285714
1,lower_back,194,good+neck slouch+shoulder slouch,0.4903176439528033,0.4903176439528033,2.310285714285714,2.310285714285714
1,lower_back,195,good+neck slouch,0.4910828488463626,0.49357953935686427,1.2305,2.6346
1,lower_back,196,good+neck slouch+shoulder slouch,0.49357953935686427,0.49357953935686427,2.6346,2.6346
1,lower_back,197,good+neck slouch,0.4942442064686789,0.4942442064686789,2.649125,2.649125
1,lower_back,198,good+neck slouch+shoulder slouch,0.4942442064686789,0.5007959248378983,2.649125,3.7406
1,lower_back,199,good+neck slouch,0.5015667152969439,0.5021978698148436,2.5522,2.6124285714285715
1,lower_back,200,good+neck slouch+shoulder slouch,0.5021978698148436,0.5041583582900383,2.6124285714285715,3.280333333333333
1,lower_back,201,good+neck slouch,0.5048565379957678,0.5048565379957678,2.756666666666667,2.756666666666667
1,lower_back,202,good+neck slouch+shoulder slouch,0.5048565379957678,0.5048565379957678,2.756666666666667,2.756666666666667
1,lower_back,203,good+neck slouch,0.5054262526249897,0.5054262526249897,2.429,2.429
1,lower_back,204,good+neck slouch+shoulder slouch,0.5054262526249897,0.5054262526249897,2.429,2.429
1,lower_back,205,good+neck slouch,0.5060574071428895,0.509185252171291,2.0178,2.6283333333333334
1,lower_back,206,good+neck slouch+shoulder slouch,0.509185252171291,0.509185252171291,2.6283333333333334,2.6283333333333334
1,lower_back,207,good+neck slouch,0.5098164066891907,0.5098164066891907,2.5674,2.5674
1,lower_back,208,good+neck slouch+shoulder slouch,0.5098164066891907,0.5098164066891907,2.5674,2.5674
1,lower_back,209,good+neck slouch,0.5104140486131755,0.5104140486131755,2.3908,2.3908
1,lower_back,210,good+neck slouch+shoulder slouch,0.5104140486131755,0.5104140486131755,2.3908,2.3908
1,lower_back,211,unknown,0.5109502503821481,0.5109502503821481,0.38239999999999996,0.38239999999999996
1,lower_back,212,neck slouch,0.5109502503821481,0.5109502503821481,0.38239999999999996,0.38239999999999996
1,lower_back,213,good+neck slouch,0.5109502503821481,0.5109502503821481,0.38239999999999996,0.38239999999999996
1,lower_back,214,unknown,0.5115478923061331,0.5115478923061331,-0.2005,-0.2005
1,lower_back,215,neck slouch,0.5121790468240328,0.5121790468240328,0.7186666666666667,0.7186666666666667
1,lower_back,216,good+neck slouch,0.5121790468240328,0.5121790468240328,0.7186666666666667,0.7186666666666667
1,lower_back,217,neck slouch,0.5128772265297623,0.5128772265297623,0.6168571428571429,0.6168571428571429
1,lower_back,218,good+neck slouch,0.5128772265297623,0.5248244775796325,0.6168571428571429,2.2782857142857145
1,lower_back,219,good+neck slouch+shoulder slouch,0.5248244775796325,0.5248244775796325,2.2082,2.2082
1,lower_back,220,neck slouch,0.5254221195036173,0.5254221195036173,0.7808333333333333,0.7808333333333333
1,lower_back,221,good+neck slouch,0.5254221195036173,0.528348888702195,0.7808333333333333,2.483
1,lower_back,222,good+neck slouch+shoulder slouch,0.528348888702195,0.528348888702195,2.483,2.483
1,lower_back,223,good+neck slouch,0.528885090737502,0.528885090737502,2.5157499999999997,2.5157499999999997
1,lower_back,224,good+neck slouch+shoulder slouch,0.528885090737502,0.528885090737502,2.5157499999999997,2.5157499999999997
1,lower_back,225,good+neck slouch,0.5293821946134077,0.5367047034416728,1.427,2.2928
1,lower_back,226,good+neck slouch+shoulder slouch,0.5367047034416728,0.5388327551527763,2.2458333333333336,2.742
1,lower_back,227,good+neck slouch,0.5395309348585058,0.5395309348585058,2.5731428571428574,2.5731428571428574
1,lower_back,228,good+neck slouch+shoulder slouch,0.5395309348585058,0.5395309348585058,2.5731428571428574,2.5731428571428574
1,lower_back,229,good+neck slouch,0.5403966778001442,0.5416589865696093,2.376,2.4868333333333332
1,lower_back,230,good+neck slouch+shoulder slouch,0.5416589865696093,0.5423571662753388,2.4868333333333332,2.8708
1,lower_back,231,good+neck slouch,0.5429268809045608,0.5532431843855675,1.5436,2.56675
1,lower_back,232,good+neck slouch+shoulder slouch,0.5538073134493031,0.5538073134493031,2.7576666666666667,2.7576666666666667
1,lower_back,233,good+neck slouch,0.554404955373288,0.554404955373288,2.7686,2.7686
1,lower_back,234,good+neck slouch+shoulder slouch,0.554404955373288,0.554404955373288,2.7686,2.7686
1,lower_back,235,good+neck slouch,0.5550025972972729,0.5555723119264948,2.406,2.5031666666666665
1,lower_back,236,good+neck slouch+shoulder slouch,0.5555723119264948,0.5555723119264948,2.5031666666666665,2.5031666666666665
1,lower_back,237,good+neck slouch,0.5562369790383094,0.563587414895003,2.3381250000000002,2.557
1,lower_back,238,good+neck slouch+shoulder slouch,0.5641906421181397,0.5648217966360395,2.7634,2.8604
1,lower_back,239,unknown,0.5653859256997751,0.5653859256997751,0.9788333333333333,0.9788333333333333
1,lower_back,240,good+neck slouch,0.5653859256997751,0.5653859256997751,0.9788333333333333,0.9788333333333333
1,lower_back,241,good+neck slouch+shoulder slouch,0.5653859256997751,0.5653859256997751,0.9788333333333333,0.9788333333333333
1,lower_back,242,unknown,0.5660505928115896,0.5687148465580002,-1.7302857142857142,0.15833333333333335
1,lower_back,243,neck slouch,0.5687148465580002,0.5687148465580002,0.15833333333333335,0.15833333333333335
1,lower_back,244,good+neck slouch,0.5687148465580002,0.5693460010758999,0.15833333333333335,2.528
1,lower_back,245,good+neck slouch+shoulder slouch,0.5693460010758999,0.5705747972514502,2.528,3.5885
1,lower_back,246,good+neck slouch,0.5710774866928423,0.5710774866928423,2.4038,2.4038
1,lower_back,247,good+neck slouch+shoulder slouch,0.5710774866928423,0.5710774866928423,2.4038,2.4038
1,lower_back,248,good+neck slouch,0.5716751286168272,0.5723397957286418,2.1421666666666668,2.515857142857143
1,lower_back,249,good+neck slouch+shoulder slouch,0.5723397957286418,0.5730379754343714,2.515857142857143,2.6358333333333333
1,lower_back,250,good+neck slouch,0.5737361551401009,0.5737361551401009,2.537,2.537
1,lower_back,251,good+neck slouch+shoulder slouch,0.5737361551401009,0.5737361551401009,2.537,2.537
1,lower_back,252,good+neck slouch,0.5743058697693229,0.57556817853878794,2.4158,2.5902857142857143
1,lower_back,253,good+neck slouch+shoulder slouch,0.57556817853878794,0.5805615598261257,2.5902857142857143,3.0855
1,lower_back,254,good+neck slouch,0.5811592017501105,0.5816898182199313,1.931,2.7222857142857144
1,lower_back,255,good+neck slouch+shoulder slouch,0.5816898182199313,0.5830917631968766,2.7222857142857144,2.9488
1,lower_back,256,good+neck slouch,0.5837229177147764,0.5837229177147764,2.615666666666667,2.615666666666667
1,lower_back,257,good+neck slouch+shoulder slouch,0.5837229177147764,0.5837229177147764,2.615666666666667,2.615666666666667
1,lower_back,258,good+neck slouch,0.5843205593724269,0.5843205593724269,2.5862,2.5862
1,lower_back,259,good+neck slouch+shoulder slouch,0.5843205593724269,0.5861525830374483,2.5862,3.026666666666667
1,lower_back,260,good+neck slouch,0.5867167121011838,0.5867167121011838,2.6774,2.6774
1,lower_back,261,good+neck slouch+shoulder slouch,0.5867167121011838,0.6029200668395953,2.6085000000000003,3.8212
1,lower_back,262,good+neck slouch,0.6034562688749023,0.6034562688749023,2.7796666666666665,2.7796666666666665
1,lower_back,263,good+neck slouch+shoulder slouch,0.6034562688749023,0.6034562688749023,2.7796666666666665,2.7796666666666665
1,lower_back,264,good+neck slouch,0.6040874231264677,0.6040874231264677,2.7136,2.7136
1,lower_back,265,good+neck slouch+shoulder slouch,0.6040874231264677,0.605846836038173,2.6994000000000002,2.9786
1,lower_back,266,good+neck slouch,0.606517088715474,0.6076118345153647,2.1544,2.3783333333333334
1,lower_back,267,good+neck slouch+shoulder slouch,0.6076118345153647,0.6076118345153647,2.3783333333333334,2.3783333333333334
1,lower_back,268,good+neck slouch,0.6082429887669301,0.6082429887669301,1.7611999999999999,1.7611999999999999
1,lower_back,269,unknown,0.6087791908022371,0.6087791908022371,-0.16475,-0.16475
1,lower_back,270,neck slouch,0.6087791908022371,0.6087791908022371,-0.16475,-0.16475
1,lower_back,271,unknown,0.6092762949444773,0.6092762949444773,0.0814,0.0814
1,lower_back,272,neck slouch,0.6092762949444773,0.6092762949444773,0.0814,0.0814
